Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mil,Length_Fee,TLine_Name,Source,Comments,Creator,Creator_Da,Last_Edito,Last_Edi_1,GlobalID,geometry,lon,lat,risk_label,NDVI,slope,landcover
PG&E 115kV,115.0,115.0,PG&E,Operational,Double,OH,PG&E_115kV,0.0,493.29714688,,Digital Globe,,DWHITEHORN,2009-02-27,SVC_AGIS_SQLADM,2016-04-25,96bb9a96-2cf2-49f8-8adf-045b7de712d5,POINT (-121.57083330002104 39.181076708929204),-121.57083330002104,39.181076708929204,0,0.6229598386209425,7.300226211547852,82.0
PG&E 115kV,115.0,115.0,PG&E,Operational,Double,OH,PG&E_115kV,0.0,241.64499973,,Digital Globe,,DWHITEHORN,2009-02-27,SVC_AGIS_SQLADM,2016-04-25,b73b40c3-2ce6-4304-a262-ae98e18ff948,POINT (-121.54269079610995 39.09234452539752),-121.54269079610995,39.09234452539752,0,0.0460216901105981,0.9274099469184875,23.0
PG&E 115kV,115.0,115.0,PG&E,Operational,Double,OH,PG&E_115kV,0.0,263.1564315,,Digital Globe,,DWHITEHORN,2009-02-27,SVC_AGIS_SQLADM,2016-04-25,11c082b8-81ce-4787-a6e5-869ed688b9f8,POINT (-121.54239101789541 39.09224544866319),-121.54239101789541,39.09224544866319,0,0.1870284675081477,2.5619802474975586,22.0
PG&E 115kV,115.0,115.0,PG&E,Operational,Double,OH,PG&E_115kV,12.0,64180.64240999,,Digital Globe,,DWHITEHORN,2009-02-27,SVC_AGIS_SQLADM,2016-04-25,37e7e342-806b-4b41-99e6-cc7d97e3d62e,POINT (-121.53765360605813 39.00479052316906),-121.53765360605813,39.00479052316906,0,0.5322422258592472,0.0,82.0
PG&E 115kV,115.0,115.0,PG&E,Operational,Double,OH,PG&E_115kV,9.0,45466.12134842,,Digital Globe,,DWHITEHORN,2009-02-27,SVC_AGIS_SQLADM,2016-04-25,15864fde-4259-4f2b-8e03-1e9953d369c0,POINT (-121.57439327457725 39.24255570852356),-121.57439327457725,39.24255570852356,0,0.5037085950337075,1.854334115982056,82.0
PG&E 115kV,115.0,115.0,PG&E,Operational,Double,OH,PG&E_115kV,9.0,46901.40410872,,Digital Globe,,DWHITEHORN,2009-02-27,SVC_AGIS_SQLADM,2016-04-25,379589d4-695a-497d-841c-be38a498160d,POINT (-121.5744238454923 39.24465893930592),-121.5744238454923,39.24465893930592,0,0.6205823109320637,9.01270580291748,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,19.0,99032.08223557,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,bd9727d3-04c0-4c47-ba93-26a413c9cee7,POINT (-121.35369138075417 38.372794957818506),-121.35369138075417,38.372794957818506,0,0.0167727009832272,0.9274099469184875,24.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,2508.6355224,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,f98265ed-baf8-47e7-a3c7-d333fd7bd99c,POINT (-121.36942044134751 38.234607559036576),-121.36942044134751,38.234607559036576,0,0.2464602386147346,3.6567986011505127,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,2507.35358913,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,9b5b867a-a206-4b69-9cb4-5a34a85ad5f5,POINT (-121.36950414254804 38.23462229586503),-121.36950414254804,38.23462229586503,0,0.2655466199538179,1.1806204319000244,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,4.0,23708.76819216,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,e50aaaf9-39d8-4ad3-8836-e6e61f55f1f5,POINT (-121.37936908093599 38.19953779037474),-121.37936908093599,38.19953779037474,0,0.2897959183673469,1.1800528764724731,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,1.0,2815.59537182,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,06bfa354-9662-448a-a177-76f3519a31f6,POINT (-121.38885941752291 38.1639467630865),-121.38885941752291,38.1639467630865,0,0.2632456079438927,1.179477334022522,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,1.0,2814.5077999,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,22a8d23b-742f-420e-b6d1-69133eebe781,POINT (-121.38894691385764 38.16396082373365),-121.38894691385764,38.16396082373365,0,0.2753646920757086,1.179477334022522,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,34.0,178898.4717027,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,0b753067-7f6c-4754-8c05-7401c8355543,POINT (-121.4374162488192 37.9314637348742),-121.4374162488192,37.9314637348742,0,0.7011413992211628,0.9274099469184875,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,2.0,10801.28525395,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,2b29d1a8-6e65-4916-bbf5-49fc898f3a47,POINT (-121.36272595529995 37.986848913203204),-121.36272595529995,37.986848913203204,0,0.3199623942337825,4.384959697723389,23.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,536.97471084,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,6f386ff8-5477-479b-bde3-ce2fa23a0cbb,POINT (-121.34981981401609 37.99164882790762),-121.34981981401609,37.99164882790762,0,0.2752781809385582,1.4980778694152832,24.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,243.79401595,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,26c21a38-1e53-48b5-946a-686276d32635,POINT (-121.37731109312479 38.05932855261569),-121.37731109312479,38.05932855261569,0,0.336030319805817,2.530266761779785,22.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,143.57104561,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,0344f4b2-e809-41d9-81af-2c2c646a7f9b,POINT (-121.37768302226127 38.059573928877235),-121.37768302226127,38.059573928877235,0,0.2392495648249629,3.648634672164917,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,323.94208586,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,964661ad-32c0-4d46-a3b1-1b5df841adb0,POINT (-121.377178934001 38.059397749924806),-121.377178934001,38.059397749924806,0,0.3462987475817127,3.6486215591430655,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,412.30500333,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,1c74bdb5-db5a-4c43-9b7b-a6d6d46c6429,POINT (-121.37702986224068 38.05940494672653),-121.37702986224068,38.05940494672653,0,0.3679186031905539,3.6486215591430655,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,498.75174867,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,09256059-f93e-41b7-89b1-280e3d1ca311,POINT (-121.37690139407952 38.05952600356778),-121.37690139407952,38.05952600356778,0,0.3397517689363183,1.1777969598770142,82.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,895.51340179,,Digital Globe,,TROSE; FTHONG; MTUCK; DWHITEHORN,2008-12-22,SVC_AGIS_SQLADM,2016-04-25,930be2d7-741b-4857-af55-c2b772ed9b75,POINT (-121.1352258029653 38.65646713977016),-121.1352258029653,38.65646713977016,0,0.2584935963431207,4.776041379300153,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,941.17877467,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,a542e0a2-8769-4872-ae67-72c28f57d19a,POINT (-122.58031510357765 38.25191943548578),-122.58031510357765,38.25191943548578,0,0.3855237907789204,5.4661359786987305,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,72.29809072,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,c2ddec4b-130b-484a-a05c-e5b313ee8a5d,POINT (-122.5801222365502 38.25148678377688),-122.5801222365502,38.25148678377688,0,0.1321694305305646,5.816050052642822,23.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,973.47522411,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,d52b9ccd-f3fe-47ce-98d3-008040029d74,POINT (-122.58043212950805 38.251844303917714),-122.58043212950805,38.251844303917714,0,0.3766025641025641,5.4661359786987305,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,57.42203619,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,7bcff800-4a84-4a6f-8e84-ff4934f766d3,POINT (-122.57998311041975 38.251626926484896),-122.57998311041975,38.251626926484896,0,0.3506970712201448,5.816050052642822,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,80.113353,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,3cc3cdf1-b2b3-4399-b4a3-db4f0b304813,POINT (-122.58116256380262 38.25205980369076),-122.58116256380262,38.25205980369076,0,0.1141289123684699,0.0,22.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,60.65431652,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,b16b07e5-85d0-49cd-85f3-2985937db0bc,POINT (-122.58106476915842 38.2522368091541),-122.58106476915842,38.2522368091541,0,0.3658389637216508,3.000705480575561,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,10.0,55143.08445899,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,a5eba329-7d87-47c1-80ce-5fb41a96c910,POINT (-122.5905408147538 38.325047002490315),-122.5905408147538,38.325047002490315,0,0.6889942030211991,19.891305923461918,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,10.0,55286.83586054,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,b54d3723-ad1c-463a-968a-2d8fbe5539be,POINT (-122.59010808690599 38.324856285947305),-122.59010808690599,38.324856285947305,0,0.843624014457927,19.97166633605957,42.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,2.0,10062.97090567,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,ffbd62db-8740-4c32-933b-cc31a9a88038,POINT (-122.59141713427428 38.41338509826907),-122.59141713427428,38.41338509826907,0,0.7194759642441138,5.192527294158936,42.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,14.0,71436.768253,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,b778d4ba-9109-4dda-bfc0-eb993c8e9469,POINT (-122.64681722471263 38.482954127478095),-122.64681722471263,38.482954127478095,0,0.5265013054830288,11.338717460632324,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,901.51924537,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,88e01173-0d0b-48ab-aa83-ca074c891e06,POINT (-122.59482849183696 38.426939077514106),-122.59482849183696,38.426939077514106,0,0.7886308926401896,20.331396102905277,42.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,734.54071158,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,bd01278a-9763-45d9-8a4d-e27a5963b3a2,POINT (-122.59367450940705 38.42842318123006),-122.59367450940705,38.42842318123006,0,0.3167327947092939,15.427738189697266,22.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,1.0,2714.64719112,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,d7c49b29-eef9-41fa-8d75-a95bcb2400e4,POINT (-122.75942922788661 38.4990138684425),-122.75942922788661,38.4990138684425,0,0.3236080017332274,4.003623962402344,22.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,273.64332751,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,f0925b2b-c4b6-4da1-a772-94919d0a7225,POINT (-122.580010713094 38.251730735557835),-122.580010713094,38.251730735557835,0,0.3455017675492388,5.4661359786987305,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,426.27380308,,Digital Globe,,FTHONG,2009-02-19,SVC_AGIS_SQLADM,2016-04-25,beb48251-f444-4fd4-9ff4-83678b6193e2,POINT (-122.5802750834155 38.25203925278458),-122.5802750834155,38.25203925278458,0,0.3665058430566745,3.5387091636657715,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,1303.05479576,,Digital Globe,,DWHITEHORN,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,782a6fc6-d766-4523-ab87-a75acc2092dc,POINT (-121.76240184097834 38.01341602186716),-121.76240184097834,38.01341602186716,0,0.491061425300794,2.1959216594696045,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,950.04593012,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,c66d9632-6638-44cf-a874-5eae93e7d21d,POINT (-121.56785096551972 37.71179947325808),-121.56785096551972,37.71179947325808,0,0.1598023064250411,3.970042943954468,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,807.90843181,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,1578a00d-2866-4885-96db-0f1cc3b47889,POINT (-121.56778534305045 37.71197974205224),-121.56778534305045,37.71197974205224,0,0.0640032613126783,1.4945825338363647,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,614.70352374,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,d9189fb3-27af-45b4-8c50-08e4926ba556,POINT (-121.56772122849583 37.71224317139835),-121.56772122849583,37.71224317139835,0,0.0714610832954028,1.854334115982056,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,7.0,35506.54600281,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,aeb500ab-3428-46df-9e8c-bf931db00834,POINT (-121.90171653065971 37.99483777135221),-121.90171653065971,37.99483777135221,0,0.2040212891780012,16.387229919433594,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,1425.88709375,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,a901fb15-060f-4b84-a499-82bcea740105,POINT (-121.8728304059808 37.95450005296099),-121.8728304059808,37.95450005296099,0,0.2368752055150466,13.64357852935791,52.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,1426.92296029,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,3385ab80-01eb-4b4c-9e61-d25a03af9281,POINT (-121.872880511669 37.954448412259474),-121.872880511669,37.954448412259474,0,0.2352542372881356,10.28807258605957,52.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,5.0,25231.60158477,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,657c353b-db3e-40a4-bddf-02a8fd49c8a5,POINT (-121.83535028741743 37.933847359179566),-121.83535028741743,37.933847359179566,0,0.2008378184903359,7.446254730224609,52.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,2107.43744225,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,8144ec5e-0976-4973-9248-ba3ca90af00a,POINT (-121.79366393289726 37.916504455768596),-121.79366393289726,37.916504455768596,0,0.186816571692592,6.464860916137695,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,2107.47112782,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,815c7b20-1973-4d8c-875b-0ec6a1b20c85,POINT (-121.79370178997699 37.916441666537175),-121.79370178997699,37.916441666537175,0,0.2014358908020752,6.464860916137695,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,3.0,14676.57156499,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,64a9b811-31ff-4715-b4f4-2472f18d5bba,POINT (-121.76732210057803 37.906685662555624),-121.76732210057803,37.906685662555624,0,0.3220754615570665,6.01894474029541,52.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,1654.40222351,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,f365f8cb-5ac7-4cae-b1e6-022a43b2c223,POINT (-121.74152336730033 37.89742283821839),-121.74152336730033,37.89742283821839,0,0.2069412052372634,8.619678497314453,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,1649.53070958,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,d3be8a7d-ae0f-41e8-a2b1-6f8679a236ca,POINT (-121.74157701784728 37.89734340549647),-121.74157701784728,37.89734340549647,0,0.2087358114452968,8.619678497314453,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,7.0,35834.64745573,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,10470de5-eec1-4b25-b9df-a6966dd445fa,POINT (-121.69642722592633 37.86214151765738),-121.69642722592633,37.86214151765738,0,0.2295885738648475,10.363055229187012,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,2047.96744077,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,bb4bd9fb-ad20-4018-a4c6-d452fc765d13,POINT (-121.65916586803588 37.81973014319571),-121.65916586803588,37.81973014319571,0,0.1789847355342563,18.490535736083984,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,2049.35194148,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,98a8f229-ec72-45e6-bd4a-73bb54a34790,POINT (-121.65923467143536 37.819695395539),-121.65923467143536,37.819695395539,0,0.1842988472201955,18.490535736083984,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,9.0,46190.24208471,,Digital Globe,,MTUCK,2008-12-12,SVC_AGIS_SQLADM,2016-04-25,182b9233-1357-400b-8f12-6d3d14a3676c,POINT (-121.61286232459254 37.76476566534997),-121.61286232459254,37.76476566534997,0,0.1582556330098806,8.35979175567627,71.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,912.94870338,,ESRI; Google Earth; BING,,DWHITEHORN,2009-10-01,SVC_AGIS_SQLADM,2016-04-25,0648e0a4-5a9c-4f0e-a5ad-41c846959473,POINT (-121.93917245862293 37.74294482867446),-121.93917245862293,37.74294482867446,0,0.2820049672612328,1.172741413116455,22.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,1080.12400343,,ESRI; Google Earth; BING,,DWHITEHORN,2009-10-01,SVC_AGIS_SQLADM,2016-04-25,c473a7b6-244e-4e08-a28e-f26f8f010966,POINT (-121.93855444631888 37.743089963264666),-121.93855444631888,37.743089963264666,0,0.4591119748841381,1.172741413116455,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,3.0,16263.36645659,,ESRI; Google Earth; BING,,DWHITEHORN,2009-10-01,SVC_AGIS_SQLADM,2016-04-25,3fe5df73-4520-4fdd-8da0-d3b8fe015d98,POINT (-121.95416678643161 37.76305197425548),-121.95416678643161,37.76305197425548,0,0.2020569959288622,0.9274099469184875,23.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,8.0,42072.03183151,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,1f795b12-4fce-4025-baac-0a34926c31e9,POINT (-121.9239103886631 37.52714327976513),-121.9239103886631,37.52714327976513,0,0.8064969271290606,3.630118608474731,22.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,1807.03889218,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,a509d6ff-b678-4034-a387-9b6ac5e23653,POINT (-121.87599454433834 37.566373293077376),-121.87599454433834,37.566373293077376,0,0.4070430233466072,0.9274099469184875,23.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,12.0,62581.29616544,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,e867c878-4dff-444f-9643-aaccdf104ace,POINT (-121.96115814082752 37.61975020105887),-121.96115814082752,37.61975020105887,0,0.847510704927462,13.205135345458984,43.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,6.0,29091.25693356,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,4133ad49-985d-4715-98bb-4d0d225819b4,POINT (-122.08029878402861 37.650461121851954),-122.08029878402861,37.650461121851954,0,0.5459366980325064,2.985617160797119,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,1759.95626916,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,b11bc73a-f533-4bc7-a6d8-2eb739ad5906,POINT (-122.04187661369485 37.677448317962664),-122.04187661369485,37.677448317962664,0,0.6076600837821664,10.666181564331056,52.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,1.0,4988.1586064,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,8c5bd8ec-ceda-4640-bea1-f1a8c376739c,POINT (-122.04153836101315 37.68636379642551),-122.04153836101315,37.68636379642551,0,0.6485173395878708,9.340410232543944,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Single,OH,PG&E_230kV,0.0,659.04908097,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,95519156-1dba-4ebf-9d76-dcacdf23b4b1,POINT (-122.03624547778949 37.680051300573126),-122.03624547778949,37.680051300573126,0,0.4931718991975221,2.3425090312957764,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,322.35927154,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,3ab515cc-e785-451b-b4fa-d6ec0f4340db,POINT (-122.06060354417136 37.69164867323135),-122.06060354417136,37.69164867323135,0,0.0523529411764706,0.0,23.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,306.4604467,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,7af37f41-347a-44d0-942a-d83ae90545b4,POINT (-122.06050984641134 37.691581618383886),-122.06050984641134,37.691581618383886,0,0.0899944102850753,0.0,23.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,72.56565626,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,c67d2aea-7383-4dc1-89f2-7b08a86d53bf,POINT (-122.04264868878116 37.693372344851426),-122.04264868878116,37.693372344851426,0,0.4087747458533975,13.449349403381348,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,479.61461653,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,b32a13d8-736d-49fe-b095-917d7584ec52,POINT (-122.04306470927878 37.693258034409254),-122.04306470927878,37.693258034409254,0,0.3943499091359656,15.00669765472412,22.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,50.20854277,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,b7a9f222-6118-4152-a506-d60c0e8d35dd,POINT (-122.04267444395201 37.693349692027375),-122.04267444395201,37.693349692027375,0,0.4087747458533975,13.449349403381348,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,68.19304148,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,de34dd05-5000-48ab-ac67-8f984366c663,POINT (-122.04262439219377 37.69319817560043),-122.04262439219377,37.69319817560043,0,0.356632984147585,14.25197982788086,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,0.0,50.49591102,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,4a1129b3-8ff8-4111-8fb5-3cac27b27058,POINT (-122.0426486672441 37.69321317271607),-122.0426486672441,37.69321317271607,0,0.356632984147585,15.754117012023926,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,1.0,4950.63843735,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,9c0cd752-7d07-460b-a0af-6932a42d7348,POINT (-122.05183900700935 37.69231859633439),-122.05183900700935,37.69231859633439,0,0.5138031777774306,5.098079204559326,21.0
PG&E 230kV,230.0,230.0,PG&E,Operational,Double,OH,PG&E_230kV,14.0,73305.37694486,,Digital Globe,,DWHITEHORN; MSNYDER,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,c4604c5f-b111-437b-b77a-fc8b3ace3857,POINT (-122.09462242537764 37.782570772834795),-122.09462242537764,37.782570772834795,0,0.7626336331240456,19.27352523803711,43.0
